,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,CTYDIST,DNAME,SCHNUM,Textbox285,SCHNAME,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,PRINLN,PRINFN,PRINMI,PRINSAL,PRINYREX,PRINTITL,SCHEMAIL,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,DCOUNTY,DSUPAREA,HouseDistricts,SenateDistricts,CongressionalDistricts,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER
378,2009,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,T,TARGETED,84,73.0,67,,,,*,*,79,94.05,*,*,*,*,*,*,,,*,*,*,*,*,*,9,10.71,91.8,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
379,2010,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,T,TARGETED,233,236.0,210,,,,*,*,217,93.13,11,4.72,*,*,*,*,,,*,*,*,*,*,*,15,6.44,89,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
380,2011,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,T,TARGETED,425,375.0,343,,*,*,,,398,93.65,15,3.53,*,*,*,*,*,*,10,2.35,*,*,*,*,56,13.18,91.5,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
381,2012,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,504,478.0,445,,*,*,,,478,94.84,14,2.78,*,*,5,0.99,*,*,5,0.99,13,2.58,*,*,48,9.52,93.1,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
382,2013,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,466,424.0,396,,*,*,,,438,93.99,17,3.65,*,*,*,*,*,*,5,1.07,18,3.86,*,*,49,10.52,93.4,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
383,2014,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,511,477.0,452,,*,*,,,485,94.91,15,2.94,*,*,*,*,*,*,9,1.76,15,2.94,*,*,57,11.15,94.8,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
384,2015,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,473,463.75,*,,*,*,,,456,96.41,10,2.11,*,*,*,*,*,*,*,*,7,1.48,*,*,47,9.94,*,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
385,2016,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,626,583.0,*,,*,*,,,609,97.28,9,1.44,*,*,6,0.96,*,*,*,*,*,*,*,*,72,11.5,*,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
386,2017,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,764,715.0,*,,*,*,,,752,98.43,8,1.05,*,*,*,*,*,*,*,*,7,0.92,*,*,102,13.35,*,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
387,2018,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,703,642.57,*,,*,*,,,696,99,*,*,*,*,*,*,*,*,*,*,*,*,*,*,95,13.51,*,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
388,2019,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,673,632.0,*,,*,*,,,664,98.66,*,*,*,*,*,*,*,*,5,0.74,*,*,*,*,104,15.45,*,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
389,2020,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,413,402.49,*,,*,*,,,405,98.06,7,1.69,*,*,*,*,*,*,*,*,*,*,*,*,61,14.77,*,115906.0,Confluence Academies ,1920.0,Building List,Confluence Preparatory Academy ,310 North 15 Street,,St. Louis ,631032378.0,3145881088.0,3145881296.0,9,12,Burgdorf,Dayle,,Ms.,3.0,Principal ,dayle.burgdorf@confluenceacademies.org,39.0,386.0,0.0,386.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1920,True
390,2009,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,S,SCHOOLWIDE,775,769.0,640,,,,*,*,758,97.81,*,*,6,0.77,*,*,,,5,0.65,*,*,*,*,56,7.23,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-908-1925,False
391,2010,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,S,SCHOOLWIDE,655,599.0,537,,,,*,*,645,98.47,*,*,*,*,*,*,,,5,0.76,*,*,*,*,47,7.18,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-908-1925,False
392,2011,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,S,SCHOOLWIDE,746,695.01,600,,*,*,,,735,98.53,*,*,*,*,6,0.8,*,*,*,*,*,*,*,*,46,6.17,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-908-1925,False
393,2012,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,S,SCHOOLWIDE,745,689.0,626,,*,*,,,736,98.79,*,*,*,*,*,*,*,*,*,*,*,*,*,*,59,7.92,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-908-1925,False
394,2011,115917,SHEARWATER EDUCATION FOUNDATN,1930,SHEARWATER HIGH SCHOOL,T,TARGETED,69,68.0,*,,*,*,,,67,97.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,19,27.54,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-917-1930,False
395,2012,115917,SHEARWATER EDUCATION FOUNDATN,1930,SHEARWATER HIGH SCHOOL,T,TARGETED,64,59.0,52,,*,*,,,63,98.44,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,23.44,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-917-1930,False
396,2013,115917,SHEARWATER EDUCATION FOUNDATN,1930,SHEARWATER HIGH SCHOOL,T,TARGETED,33,44.0,*,,*,*,,,32,96.97,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13,39.39,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-917-1930,False
397,2012,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,315,310.0,267,,*,*,,,295,93.65,*,*,*,*,*,*,*,*,17,5.4,*,*,*,*,25,7.94,86.1,115902.0,Lift For Life Academy ,1935.0,Building List,Lift For Life Academy High School ,1731 S Broadway,,St. Louis ,631044050.0,3142312337.0,3142311299.0,9,12,LeMay,David,,Dr.,20.0,Prin. ,d.lemay@liftforlifeacademy.org,37.0,357.0,0.0,357.0,St. Louis City ,A,,,, , , ,Y, , ,115-902-1935,True
398,2013,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,320,310.0,264,,*,*,,,295,92.19,*,*,*,*,*,*,*,*,20,6.25,*,*,*,*,25,7.81,85.2,115902.0,Lift For Life Academy ,1935.0,Building List,Lift For Life Academy High School ,1731 S Broadway,,St. Louis ,631044050.0,3142312337.0,3142311299.0,9,12,LeMay,David,,Dr.,20.0,Prin. ,d.lemay@liftforlifeacademy.org,37.0,357.0,0.0,357.0,St. Louis City ,A,,,, , , ,Y, , ,115-902-1935,True
399,2014,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,326,315.0,278,,*,*,,,302,92.64,*,*,*,*,*,*,*,*,19,5.83,*,*,*,*,29,8.9,88.3,115902.0,Lift For Life Academy ,1935.0,Building List,Lift For Life Academy High School ,1731 S Broadway,,St. Louis ,631044050.0,3142312337.0,3142311299.0,9,12,LeMay,David,,Dr.,20.0,Prin. ,d.lemay@liftforlifeacademy.org,37.0,357.0,0.0,357.0,St. Louis City ,A,,,, , , ,Y, , ,115-902-1935,True
400,2015,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,318,310.0,*,,*,*,,,293,92.14,*,*,*,*,*,*,*,*,25,7.86,*,*,*,*,31,9.75,*,115902.0,Lift For Life Academy ,1935.0,Building List,Lift For Life Academy High School ,1731 S Broadway,,St. Louis ,631044050.0,3142312337.0,3142311299.0,9,12,LeMay,David,,Dr.,20.0,Prin. ,d.lemay@liftforlifeacademy.org,37.0,357.0,0.0,357.0,St. Louis City ,A,,,, , , ,Y, , ,115-902-1935,True
401,2016,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,342,329.0,*,,*,*,,,313,91.52,*,*,*,*,*,*,*,*,27,7.89,*,*,*,*,41,11.99,*,115902.0,Lift For Life Academy ,1935.0,Building List,Lift For Life Academy High School ,1731 S Broadway,,St. Louis ,631044050.0,3142312337.0,3142311299.0,9,12,LeMay,David,,Dr.,20.0,Prin. ,d.lemay@liftforlifeacademy.org,37.0,357.0,0.0,357.0,St. Louis City ,A,,,, , , ,Y, , ,115-902-1935,True
402,2017,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,322,320.0,*,,*,*,,,287,89.13,*,*,*,*,10,3.11,*,*,18,5.59,*,*,*,*,41,12.73,*,115902.0,Lift For Life Academy ,1935.0,Building List,Lift For Life Academy High School ,1731 S Broadway,,St. Louis ,631044050.0,3142312337.0,3142311299.0,9,12,LeMay,David,,Dr.,20.0,Prin. ,d.lemay@liftforlifeacademy.org,37.0,357.0,0.0,357.0,St. Louis City ,A,,,, , , ,Y, , ,115-902-1935,True
403,2018,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,317,312.0,*,,*,*,,,283,89.27,*,*,*,*,19,5.99,*,*,9,2.84,*,*,*,*,32,10.09,*,115902.0,Lift For Life Academy ,1935.0,Building List,Lift For Life Academy High School ,1731 S Broadway,,St. Louis ,631044050.0,3142312337.0,3142311299.0,9,12,LeMay,David,,Dr.,20.0,Prin. ,d.lemay@liftforlifeacademy.org,37.0,357.0,0.0,357.0,St. Louis City ,A,,,, , , ,Y, , ,115-902-1935,True
404,2019,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,325,322.5,*,,*,*,,,290,89.23,6,1.85,*,*,19,5.85,*,*,6,1.85,*,*,*,*,30,9.23,*,115902.0,Lift For Life Academy ,1935.0,Building List,Lift For Life Academy High School ,1731 S Broadway,,St. Louis ,631044050.0,3142312337.0,3142311299.0,9,12,LeMay,David,,Dr.,20.0,Prin. ,d.lemay@liftforlifeacademy.org,37.0,357.0,0.0,357.0,St. Louis City ,A,,,, , , ,Y, , ,115-902-1935,True
405,2020,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,355,342.0,*,,*,*,,,322,90.7,*,*,*,*,19,5.35,*,*,5,1.41,*,*,*,*,41,11.55,*,115902.0,Lift For Life Academy ,1935.0,Building List,Lift For Life Academy High School ,1731 S Broadway,,St. Louis ,631044050.0,3142312337.0,3142311299.0,9,12,LeMay,David,,Dr.,20.0,Prin. ,d.lemay@liftforlifeacademy.org,37.0,357.0,0.0,357.0,St. Louis City ,A,,,, , , ,Y, , ,115-902-1935,True
406,2013,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACAD/MID/HIGH,T,TARGETED,275,269.0,97,,*,*,,,29,10.55,6,2.18,*,*,30,10.91,*,*,205,74.55,*,*,*,*,34,12.36,36.1,115916.0,Gateway Science Acad/St. Louis ,1940.0,Building List,Gateway Science Academy High ,5049 Fyler Avenue,,St. Louis ,631392425.0,3142614361.0,3142314364.0,9,12,Sagnak ,Matt ,,Mr.,9.0,Building Principal,matt@gsastl.org,32.0,325.0,0.0,325.0,St. Louis City ,A,,,, , , ,Y, , ,115-916-1940,True
407,2014,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACAD/MID/HIGH,T,TARGETED,331,319.0,142,,*,*,,,28,8.46,14,4.23,*,*,40,12.08,*,*,244,73.72,*,*,*,*,38,11.48,44.5,115916.0,Gateway Science Acad/St. Louis ,1940.0,Building List,Gateway Science Academy High ,5049 Fyler Avenue,,St. Louis ,631392425.0,3142614361.0,3142314364.0,9,12,Sagnak ,Matt ,,Mr.,9.0,Building Principal,matt@gsastl.org,32.0,325.0,0.0,325.0,St. Louis City ,A,,,, , , ,Y, , ,115-916-1940,True
408,2015,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,T,TARGETED,182,179.0,101,,*,*,,,17,9.34,12,6.59,*,*,25,13.74,*,*,123,67.58,7,3.85,*,*,19,10.44,56.4,115916.0,Gateway Science Acad/St. Louis ,1940.0,Building List,Gateway Science Academy High ,5049 Fyler Avenue,,St. Louis ,631392425.0,3142614361.0,3142314364.0,9,12,Sagnak ,Matt ,,Mr.,9.0,Building Principal,matt@gsastl.org,32.0,325.0,0.0,325.0,St. Louis City ,A,,,, , , ,Y, , ,115-916-1940,True
409,2016,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,S,SCHOOLWIDE,244,234.0,130,,9,3.69,,,25,10.25,11,4.51,*,*,25,10.25,*,*,172,70.49,8,3.28,*,*,21,8.61,55.6,115916.0,Gateway Science Acad/St. Louis ,1940.0,Building List,Gateway Science Academy High ,5049 Fyler Avenue,,St. Louis ,631392425.0,3142614361.0,3142314364.0,9,12,Sagnak ,Matt ,,Mr.,9.0,Building Principal,matt@gsastl.org,32.0,325.0,0.0,325.0,St. Louis City ,A,,,, , , ,Y, , ,115-916-1940,True
410,2017,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,S,SCHOOLWIDE,257,242.0,104,,16,6.23,,,26,10.12,12,4.67,*,*,28,10.89,*,*,173,67.32,6,2.33,*,*,19,7.39,43,115916.0,Gateway Science Acad/St. Louis ,1940.0,Building List,Gateway Science Academy High ,5049 Fyler Avenue,,St. Louis ,631392425.0,3142614361.0,3142314364.0,9,12,Sagnak ,Matt ,,Mr.,9.0,Building Principal,matt@gsastl.org,32.0,325.0,0.0,325.0,St. Louis City ,A,,,, , , ,Y, , ,115-916-1940,True
411,2018,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,S,SCHOOLWIDE,253,247.0,115,,17,6.72,,,19,7.51,12,4.74,*,*,31,12.25,*,*,173,68.38,14,5.53,*,*,8,3.16,46.6,115916.0,Gateway Science Acad/St. Louis ,1940.0,Building List,Gateway Science Academy High ,5049 Fyler Avenue,,St. Louis ,631392425.0,3142614361.0,3142314364.0,9,12,Sagnak ,Matt ,,Mr.,9.0,Building Principal,matt@gsastl.org,32.0,325.0,0.0,325.0,St. Louis City ,A,,,, , , ,Y, , ,115-916-1940,True
412,2019,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,S,SCHOOLWIDE,259,260.0,110,,14,5.41,,,30,11.58,10,3.86,*,*,32,12.36,*,*,173,66.8,22,8.49,*,*,6,2.32,42.3,115916.0,Gateway Science Acad/St. Louis ,1940.0,Building List,Gateway Science Academy High ,5049 Fyler Avenue,,St. Louis ,631392425.0,3142614361.0,3142314364.0,9,12,Sagnak ,Matt ,,Mr.,9.0,Building Principal,matt@gsastl.org,32.0,325.0,0.0,325.0,St. Louis City ,A,,,, , , ,Y, , ,115-916-1940,True
413,2020,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,S,SCHOOLWIDE,290,291.0,105,,17,5.86,,,30,10.34,18,6.21,*,*,38,13.1,*,*,187,64.48,39,13.45,*,*,8,2.76,36.1,115916.0,Gateway Science Acad/St. Louis ,1940.0,Building List,Gateway Science Academy High ,5049 Fyler Avenue,,St. Louis ,631392425.0,3142614361.0,3142314364.0,9,12,Sagnak ,Matt ,,Mr.,9.0,Building Principal,matt@gsastl.org,32.0,325.0,0.0,325.0,St. Louis City ,A,,,, , , ,Y, , ,115-916-1940,True
414,2019,115906,CONFLUENCE ACADEMIES,1945,GRAND CENTER ARTS ACADEMY HIGH,S,SCHOOLWIDE,388,373.75,*,,*,*,,,287,73.97,16,4.12,*,*,*,*,*,*,81,20.88,*,*,*,*,40,10.31,*,115906.0,Confluence Academies ,1945.0,Building List,Grand Center Arts Academy High ,711 North Grand Avenue,,St. Louis ,631031029.0,3145331791.0,,9,12,Olson,Ashley,,Ms.,4.0,Head of School,ashley.olson@confluenceacademies.org,47.0,386.0,1.0,387.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1945,True
415,2020,115906,CONFLUENCE ACADEMIES,1945,GRAND CENTER ARTS ACADEMY HIGH,S,SCHOOLWIDE,392,357.62,*,,*,*,,,299,76.28,26,6.63,*,*,5,1.28,*,*,60,15.31,*,*,*,*,45,11.48,*,115906.0,Confluence Academies ,1945.0,Building List,Grand Center Arts Academy High ,711 North Grand Avenue,,St. Louis ,631031029.0,3145331791.0,,9,12,Olson,Ashley,,Ms.,4.0,Head of School,ashley.olson@confluenceacademies.org,47.0,386.0,1.0,387.0,St. Louis City ,A,,,, , , ,Y, , ,115-906-1945,True
416,2015,115918,GRAND CENTER ARTS ACADEMY,1945,GRAND CENTER ARTS ACADEMY HIGH,T,TARGETED,342,327.75,204,,7,2.05,,,208,60.82,12,3.51,*,*,15,4.39,*,*,98,28.65,*,*,*,*,24,7.02,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-918-1945,False
417,2016,115918,GRAND CENTER ARTS ACADEMY,1945,GRAND CENTER ARTS ACADEMY HIGH,S,SCHOOLWIDE,419,397.55,228,,7,1.67,,,250,59.67,10,2.39,*,*,19,4.53,*,*,132,31.5,*,*,*,*,32,7.64,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-918-1945,False
418,2017,115918,GRAND CENTER ARTS ACADEMY,1945,GRAND CENTER ARTS ACADEMY HIGH,S,SCHOOLWIDE,416,394.14,241,,*,*,,,253,60.82,12,2.88,*,*,19,4.57,*,*,129,31.01,5,1.2,*,*,32,7.69,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-918-1945,False
419,2018,115918,GRAND CENTER ARTS ACADEMY,1945,GRAND CENTER ARTS ACADEMY HIGH,S,SCHOOLWIDE,411,398.76,251,,*,*,,,269,65.45,12,2.92,*,*,*,*,*,*,125,30.41,5,1.22,*,*,39,9.49,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-918-1945,False
420,2007,115115,ST. LOUIS CITY,2050,BLOW PREPARATORY JR. HIGH,T,TARGETED,230,234.0,202,,,,*,*,193,83.91,5,2.17,*,*,*,*,,,32,13.91,*,*,*,*,77,33.48,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-2050,False
421,2007,115115,ST. LOUIS CITY,2060,GATEWAY PREPARATORY JR. HIGH,T,TARGETED,417,408.0,325,,,,*,*,297,71.22,13,3.12,5,1.2,*,*,,,72,17.27,*,*,*,*,90,21.58,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-2060,False
422,2007,115115,ST. LOUIS CITY,2070,STOWE PREPARATORY JR. HIGH,T,TARGETED,373,329.0,287,,,,*,*,370,99.2,*,*,*,*,*,*,,,*,*,*,*,*,*,93,24.93,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-2070,False
423,2008,115115,ST. LOUIS CITY,2070,STOWE PREPARATORY JR. HIGH,S,SCHOOLWIDE,273,247.0,206,,,,*,*,272,99.63,*,*,*,*,*,*,,,*,*,*,*,*,*,78,28.57,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-2070,False
424,2009,115115,ST. LOUIS CITY,2070,STOWE PREPARATORY JR. HIGH,S,SCHOOLWIDE,253,225.0,173,,,,*,*,253,100,*,*,*,*,*,*,,,*,*,*,*,*,*,51,20.16,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-2070,False
425,2007,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL PREP. JR. HIGH,T,TARGETED,394,367.0,327,,,,*,*,393,99.75,*,*,*,*,*,*,,,*,*,*,*,*,*,86,21.83,89.1,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
426,2008,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL PREP. JR. HIGH,S,SCHOOLWIDE,317,291.0,246,,,,*,*,316,99.68,*,*,*,*,*,*,,,*,*,*,*,*,*,73,23.03,84.5,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
427,2009,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL PREP. JR. HIGH,S,SCHOOLWIDE,304,304.0,253,,,,*,*,304,100,*,*,*,*,*,*,,,*,*,*,*,*,*,67,22.04,83.2,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
